numinstallation;nominstallation;adresse;codepostal;new_name;new_code;actif;etat;date_creation;date_etat;date_valid;carac3;carac4;carac14;carac15;carac16;carac19;carac20;carac21;siret;uai;numequipement;nomequipement;codetypequipement;typequipement;famille;tagequipement;coordgpsx;coordgpsy;carac24;carac25;carac27;carac29;carac31;carac33;carac34;carac35;carac38;carac50;carac51;carac52;carac53;carac54;carac55;carac56;carac58;carac59;carac60;carac61;carac62;carac63;carac64;carac65;carac66;carac67;carac68;carac69;carac70;carac71;carac72;carac73;carac74;carac75;carac76;carac77;carac78;carac79;carac80;carac81;carac82;carac93;carac117;carac118;carac123;carac143;carac153;carac154;carac156;carac157;carac158;carac159;carac160;carac167;carac168;carac169;carac170;carac171;carac172;carac173;carac174;carac175;carac176;carac181;code_aps;epci_code;epci_nom;dep_code;dep_nom;reg_code;reg_nom;dep_code_filled;aca_nom;lib_bdv;code_bdv;coordonnees
I181970018;COMPLEXE GEORGES BARATON;Rue Pierre de Coubertin;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E001I181970018;Salle omnisports;1901;Salle multisports (gymnase);Salle multisports;validé;2.51157;46.71663;true;false;true;true;true;false;true;true;false;;true;false;false;false;;false;false;false;false;false;;false;;;3.0;7.0;21.0;42.0;882.0;;0.0;1.0;2.0;;;;;;;;;;;1980;;;{};{X};"{Infirmierie,""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1975-1984;;;;Commune;;Commune;;;"{""1101"",""1401"",""6601"",""3701"",""4401"",""7901"",""8201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71663, 2.51157
I181970018;COMPLEXE GEORGES BARATON;Rue Pierre de Coubertin;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E002I181970018;Dojo;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;2.51124;46.71688;true;false;false;true;true;false;false;true;false;;false;false;;false;;false;false;false;false;false;;false;;;3.0;;9.0;42.0;377.0;3.0;0.0;0.0;2.0;;;;;;;;;;;1980;;;{};{X};"{""Bureau(x) club(s)""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1975-1984;;;;Commune;;Commune;;;"{""401"",""4301"",""4401""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71688, 2.51124
I181970019;CAMPING DE LA ROCHE;Rue de la Roche;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;true;true;Base de plein air et/ou de loisirs;"{""Handicap moteur""}";{};;;E002I181970019;Terrain de tennis;501;Court de tennis;Court de tennis;validé;2.48916;46.71803;false;false;false;true;false;false;false;true;true;;false;false;;false;;;false;false;false;false;;;;;;;18.0;36.0;648.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{PA};{};{};{};Individuel(s), famille(s);{};Béton;Découvert;1985-1994;;;;Commune;;Privé non commercial;Privé non commercial;;"{""7901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71803, 2.48916
I181970020;LYCEE PROFESSIONNEL JEAN GUEHENNO;31 Rue des Sables;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Bus};;;E002I181970020;Plateau d'EPS;1701;Multisports/City-stades;Multisports/City-stades;validé;2.50668;46.73468;false;false;false;true;false;false;false;true;false;;true;false;;false;;;false;false;false;false;;;;;;;25.0;35.0;875.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Scolaires, universités;{};Bitume;Découvert;1945-1964;;;;Région;;Association(s);;;"{""1101"",""3701""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73468, 2.50668
I181970021;STADE VELODROME ALPHONSE GESSET;Rue Hugues Lapaire;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;true;true;Complexe sportif;"{""Handicap moteur""}";{};;;E002I181970021;Stade d'honneur;2802;Terrain de football;Terrain de grands jeux;validé;2.506;46.73537;false;false;false;true;true;false;true;true;false;;false;false;;false;false;false;false;false;false;false;false;false;;;2.0;;76.0;110.0;7 660.0;;400.0;2.0;4.0;;;;;;;;;;;;;;{};{PA,X};"{Buvette,""Club(s) house"",""Local contrôle anti-dopage"",Infirmierie,""Local de rangement""}";{};{};Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Gazon naturel;Découvert;Avant 1945;;;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73537, 2.506
I181970022;GYMNASE PIERRE OLIVIER;Rue des Tilleuls;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E002I181970022;SAE;2701;Structure Artificielle d'Escalade;Structure Artificielle d'Escalade;validé;2.5131;46.7323;true;false;false;true;true;false;true;true;false;;true;false;;true;false;false;false;;true;;false;false;;;;10.0;11.0;;;;488.0;2.0;2.0;8.0;9.8;107.8;;;;;;;;1999;;;{};{};"{""Bureau(x) club(s)"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours"",Autre}";{};{Gaz};Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1995-2004;;;;Commune;;Commune;;;"{""4802""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.7323, 2.5131
I181970022;GYMNASE PIERRE OLIVIER;Rue des Tilleuls;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E003I181970022;Terrain de basket n°1;2901;Terrain de basket-ball;Terrain extérieur de petits jeux collectifs;validé;2.51387;46.73188;false;false;false;false;false;false;false;false;false;;true;false;;false;;;false;false;false;false;;;;;;;24.0;30.0;720.0;;0.0;0.0;0.0;;;;;;;;;;;1971;;;{};{};{};{};{};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Bitume;Découvert;1965-1974;;;;Commune;;Commune;;;"{""1101""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73188, 2.51387
I181970022;GYMNASE PIERRE OLIVIER;Rue des Tilleuls;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E007I181970022;Terrain de basket n°2;2901;Terrain de basket-ball;Terrain extérieur de petits jeux collectifs;validé;2.51387;46.73188;false;false;false;false;false;false;false;false;false;;true;false;;false;;;false;false;false;false;;;;;;;18.0;30.0;540.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Bitume;Découvert;1965-1974;;;;Commune;;Commune;;;"{""1101""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73188, 2.51387
I181970023;GRANGE BORDREUIL;101 Avenue Meillant;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;false;2015-07-10;;false;false;;{};{Bus};;;E001I181970023;Salle de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;2.50489;46.73549;true;false;false;true;true;false;true;true;false;;false;false;false;false;;false;false;false;false;false;;false;;1987;5.0;;;;236.0;;0.0;0.0;2.0;;;;;;;;;;;1987;;;{};{L,X};"{Reception/accueil,""Local de rangement""}";"{""Inadaptation aux attentes des usagers""}";{Gaz};Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Béton;Intérieur;1985-1994;;1985-1994;;Commune;;Commune;;;"{""8901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73549, 2.50489
I181970025;MAISON DES ASSOCIATIONS;5 Allée de la Vigne du Prince;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;true;false;;"{""Handicap moteur""}";{};;;E001I181970025;Salle polyvalente des Eglantines;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;2.49547;46.72932;true;false;false;true;true;false;false;true;false;;false;false;;false;;;false;false;false;false;;;;;4.0;;;;112.0;;0.0;0.0;0.0;;;;;;;;;;;2006;;;{};{L,X};"{""Bureau(x) club(s)"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""3501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72932, 2.49547
I181970025;MAISON DES ASSOCIATIONS;5 Allée de la Vigne du Prince;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;true;false;;"{""Handicap moteur""}";{};;;E002I181970025;Pas de tir à 10 m;1402;Pas de tir à la cible;Pas de tir;validé;2.49547;46.72932;true;false;false;true;true;false;false;true;false;;false;false;;false;;;false;false;false;false;;;;;4.0;;;;82.0;8.0;0.0;0.0;0.0;;;;;;;;;;;2006;;;{};{L,X};"{""Bureau(x) club(s)"",""Salle(s) de réunion/cours""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;"{""10 m""}";Carrelage;Intérieur;A partir de 2005;;;;Commune;;Commune;Association(s);;"{""8101""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72932, 2.49547
I181970027;BASIC FIT;74 Rue Ernest Mallard;18200;Saint-Amand-Montrond;18197;True;Validé;2024-02-08;2024-02-08;2024-02-08;;2024-06-02;;;false;;{};{};79823301106994;;E001I181970027;BASIC FIT;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;false;true;false;true;true;false;true;true;true;true;true;;true;;;;;;;;;5.0;;;;1000;;;;2.0;;;;;;;;;;www.basic-fit.com;2023;BASIC FIT;;{};{X};{Reception/accueil};{};{Electricité};Individuel(s), famille(s);;Béton;Intérieur;A partir de 2005;;;Création d'un équipement sportif;Etablissement privé commercial;;;;;"{""8901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;
I182310001;CHEMINS DE RANDONNEE;place de la mairie  Les Vivons;18210;Saint-Pierre-les-Étieux;18231;True;Attribué;2005-10-24;2019-11-08;2013-09-26;false;2013-03-09;;true;false;;{};{};;;E003I182310001;Circuit de 13 km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.59328;46.73928;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;13000.0;;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1985-1994;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73928, 2.59328
