numinstallation;nominstallation;adresse;codepostal;new_name;new_code;actif;etat;date_creation;date_etat;date_valid;carac3;carac4;carac14;carac15;carac16;carac19;carac20;carac21;siret;uai;numequipement;nomequipement;codetypequipement;typequipement;famille;tagequipement;coordgpsx;coordgpsy;carac24;carac25;carac27;carac29;carac31;carac33;carac34;carac35;carac38;carac50;carac51;carac52;carac53;carac54;carac55;carac56;carac58;carac59;carac60;carac61;carac62;carac63;carac64;carac65;carac66;carac67;carac68;carac69;carac70;carac71;carac72;carac73;carac74;carac75;carac76;carac77;carac78;carac79;carac80;carac81;carac82;carac93;carac117;carac118;carac123;carac143;carac153;carac154;carac156;carac157;carac158;carac159;carac160;carac167;carac168;carac169;carac170;carac171;carac172;carac173;carac174;carac175;carac176;carac181;code_aps;epci_code;epci_nom;dep_code;dep_nom;reg_code;reg_nom;dep_code_filled;aca_nom;lib_bdv;code_bdv;coordonnees
I181970007;CHEMINS DE RANDONNEE;Place de la mairie;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-10-23;2019-11-08;2015-10-22;true;2015-07-10;;false;false;;"{""Handicap moteur""}";{Bus};;;E002I181970007;Circuit de la tour Malakoff au grand tertre - 17km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.50668;46.72166;false;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;;17000.0;;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1965-1974;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72166, 2.50668
I181970007;CHEMINS DE RANDONNEE;Place de la mairie;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-10-23;2019-11-08;2015-10-22;true;2015-07-10;;false;false;;"{""Handicap moteur""}";{Bus};;;E003I181970007;Circuit de la Tour Malakoff - 10km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.52416;46.72781;false;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;;10000.0;;;0.0;0.0;0.0;;;;;;;;;;;;;"Départ : les Colas
Selon fiche n°244 du guide des sentiers du Boischaut et de la Marche";{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1975-1984;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72781, 2.52416
I181970007;CHEMINS DE RANDONNEE;Place de la mairie;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-10-23;2019-11-08;2015-10-22;true;2015-07-10;;false;false;;"{""Handicap moteur""}";{Bus};;;E005I181970007;Circuit de l'Abbaye de Noirlac;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.45936;46.74604;false;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;;12000.0;;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1965-1974;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.74604, 2.45936
I181970011;ANTARES;21 Rue Henri Barbusse;18200;Saint-Amand-Montrond;18197;True;Attribué;2018-01-10;2019-11-08;;true;2018-09-01;;false;false;;{};{};;;E001I181970011;Salle de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;;;true;;true;false;true;;;;;;true;true;;;;true;true;true;;;;;2.0;;;;;;;;;;;;;;;;;;;;FERRIC;;{};{X};{};"{""Vétusté normale""}";{Gaz};;{};;Intérieur;1975-1984;;1975-1984;Création d'un équipement sportif;Etablissement privé commercial;;;;;"{""3603""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;
I181970012;LAC DE VIRLAY;Route de Bourges;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-12-11;2019-11-08;2015-10-22;true;2015-07-10;Grand parking mais pas de places délimitées;false;false;;"{""Handicap moteur""}";{Bus};;;E001I181970012;Lac de Virlay;2420;Site de pêche;Site d'activités aquatiques et nautiques;validé;2.4827;46.73552;false;true;false;false;false;true;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;;;400 000.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Surface naturelle;Site artificiel;1995-2004;;;;Commune;;Commune;;;"{""5501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73552, 2.4827
I181970013;SALLE DE DANSE;Rue André Malraux;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-13;2019-11-08;2015-10-22;true;2015-07-10;;true;false;;"{""Handicap moteur""}";{};;;E001I181970013;Salle de danse;2105;Salle de danse;Salle ou terrain spécialisé;validé;2.5002;46.73118;true;false;false;true;true;false;true;true;false;false;true;false;false;false;;false;false;false;false;false;;false;;;4.0;5.0;12.0;16.0;192.0;;0.0;0.0;1.0;;;;;;;;;;;1988;;;{};{};"{Reception/accueil,""Bureau(x) club(s)""}";{};{Gaz};Autre - association(s) et groupes divers;{};Parquet;Intérieur;1985-1994;;;;Commune;;Commune;Association(s);;"{""2402""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73118, 2.5002
I181970014;CITY STADE DU VERNET;Rue Victor Hugo;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-13;2019-11-08;2015-10-22;true;2015-07-10;;false;false;;"{""Handicap moteur""}";{Bus};;;E001I181970014;City stade;1701;Multisports/City-stades;Multisports/City-stades;validé;2.49977;46.73262;false;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;12.0;26.0;299.0;;0.0;0.0;0.0;;;;;;;;;;;1994;;;{};{};{};{};{};Individuel(s), famille(s);{};Synthétique (hors gazon);Découvert;1985-1994;;;;Commune;;Commune;;;"{""1101"",""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73262, 2.49977
I181970015;BOULODROME;12 avenue de la république;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-13;2019-11-08;2015-10-22;true;2015-07-10;;false;false;;"{""Handicap moteur""}";{Bus};;;E002I181970015;Terrains de boules lyonnaise;201;Terrain de boules;Boulodrome;validé;2.50777;46.72652;true;true;false;true;true;false;false;true;false;;false;false;;false;;;false;false;false;false;;;;;;;19.0;259.0;551.0;4.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{L};"{""Bureau(x) club(s)"",Buvette,""Club(s) house""}";{};{};Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Sable;Découvert;Avant 1945;;;;Commune;;Commune;;;"{""7203""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72652, 2.50777
I181970017;GYMNASE DES BUISSONNETS;Avenue de la République;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-14;2019-11-08;2015-10-22;true;2015-07-10;;false;false;;"{""Handicap moteur""}";{Bus};;;E001I181970017;Salle de sports;1901;Salle multisports (gymnase);Salle multisports;validé;2.51123;46.7315;true;false;false;true;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;5.0;6.0;12.0;20.0;240.0;;0.0;0.0;1.0;;;;;;;;;;;1959;;;{};{X};"{""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Parquet;Intérieur;1945-1964;;1995-2004;;Commune;;Commune;;;"{""1101"",""8001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.7315, 2.51123
I181970017;GYMNASE DES BUISSONNETS;Avenue de la République;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-14;2019-11-08;2015-10-22;true;2015-07-10;;false;false;;"{""Handicap moteur""}";{Bus};;;E002I181970017;Terrain de football loisir;2802;Terrain de football;Terrain de grands jeux;validé;2.508238;46.73117;false;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;26.0;57.0;1 482.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;;;;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73117, 2.508238
I181970018;COMPLEXE GEORGES BARATON;Rue Pierre de Coubertin;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E003I181970018;Plateau EPS;1701;Multisports/City-stades;Multisports/City-stades;validé;2.51092;46.7167;false;false;false;true;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;29.0;40.0;1 160.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s),Scolaires, universités,Autre - association(s) et groupes divers;{};Bitume;Découvert;1965-1974;;;;Commune;;Commune;;;"{""1101"",""3701""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.7167, 2.51092
I181970018;COMPLEXE GEORGES BARATON;Rue Pierre de Coubertin;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E005I181970018;Pas de tir à l'arc extérieur;1401;Pas de tir à l'arc;Pas de tir;validé;2.51191;46.71586;false;false;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;15.0;100.0;1 500.0;3.0;0.0;0.0;0.0;;;;;;;;;;;2007;;;{};{};{};{};{};Clubs sportifs, comités, ligues, fédérations;"{""10 m"",""25 m"",""50 m"",""100 m""}";Stabilisé/cendrée;Découvert;A partir de 2005;;;;Commune;;Commune;;;"{""8201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71586, 2.51191
I181970019;CAMPING DE LA ROCHE;Rue de la Roche;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;true;true;Base de plein air et/ou de loisirs;"{""Handicap moteur""}";{};;;E001I181970019;Terrain de Beach volley ball;2904;Terrain de volley-ball;Terrain extérieur de petits jeux collectifs;validé;2.48892;46.71813;false;false;false;true;false;true;false;true;true;;false;false;;false;;;false;false;false;false;;;;;;;8.0;18.0;144.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{PA};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;1985-1994;;;;Commune;;Privé non commercial;;;"{""8801""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.71813, 2.48892
I181970022;GYMNASE PIERRE OLIVIER;Rue des Tilleuls;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E005I181970022;Terrain de handball;2903;Terrain de handball;Terrain extérieur de petits jeux collectifs;validé;2.51395;46.73184;false;false;false;false;false;false;false;false;false;;true;false;;false;;;false;false;false;false;;;;;;;26.0;49.0;1 274.0;;0.0;0.0;0.0;;;;;;;;;;;1971;;;{};{};{};{};{};Scolaires, universités;{};Bitume;Découvert;1965-1974;;;;Commune;;Commune;;;"{""3701""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73184, 2.51395
I181970022;GYMNASE PIERRE OLIVIER;Rue des Tilleuls;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E006I181970022;Aires de Saut;1003;Aire de saut;Equipement d'athlétisme;validé;2.51337;46.73175;false;false;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;3.0;46.0;138.0;;;0.0;0.0;;;;;;;;;;;1999;;;{};{};{};{};{};Scolaires, universités;{};Bitume;Découvert;1995-2004;;;;Commune;;Commune;;;"{""501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73175, 2.51337
I181970022;GYMNASE PIERRE OLIVIER;Rue des Tilleuls;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E009I181970022;Aire de triple saut;1003;Aire de saut;Equipement d'athlétisme;validé;2.3048;46.43542;false;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;2.0;40.0;80.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Scolaires, universités;{};Bitume;Découvert;1995-2004;;;;Commune;;Commune;;;"{""501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.43542, 2.3048
I181970022;GYMNASE PIERRE OLIVIER;Rue des Tilleuls;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E011I181970022;Terrain de football n°2;2802;Terrain de football;Terrain de grands jeux;validé;2.514744;46.731423;false;true;false;false;false;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;46.0;69.0;3 174.0;;0.0;0.0;0.0;;;;;;;;;;;2012;;;{};{};{};{};{};Individuel(s), famille(s),Scolaires, universités;{};Surface naturelle;Découvert;A partir de 2005;;;;Commune;;Commune;;;"{""2901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.731423, 2.514744
I181970022;GYMNASE PIERRE OLIVIER;Rue des Tilleuls;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;false;true;Complexe sportif;"{""Handicap moteur""}";{Bus};;;E012I181970022;Gymnase des Tilleuls;1901;Salle multisports (gymnase);Salle multisports;validé;2.51282;46.73239;true;false;false;true;true;false;true;true;false;;false;false;false;false;false;false;false;false;false;false;false;false;;;;7.0;20.0;40.0;800.0;;175.0;2.0;2.0;;;;;;;;;;;1969;;;{};{};"{""Local de rangement""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1965-1974;;;;Commune;;Commune;;;"{""701"",""1101"",""3701""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73239, 2.51282
I181970023;GRANGE BORDREUIL;101 Avenue Meillant;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;false;2015-07-10;;false;false;;{};{Bus};;;E002I181970023;Salle du 1er étage;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;2.50489;46.73549;true;false;false;true;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;;;1987;5.0;;;;160.0;;0.0;0.0;0.0;;;;;;;;;;;1987;;;{};{L,X};"{Reception/accueil,""Local de rangement""}";"{""Inadaptation aux attentes des usagers""}";{Gaz};Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Béton;Intérieur;1985-1994;;1985-1994;;Commune;;Commune;;;"{""8901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73549, 2.50489
I181970026;L'HOMME CARREAU CLUB MODELISTE;Rue Blaise Lutendre;18200;Saint-Amand-Montrond;18197;True;Attribué;2005-11-22;2019-11-08;2015-10-22;true;2015-07-10;;true;false;;"{""Handicap moteur""}";{};;;E001I181970026;Homme Carreau;2503;Site d'aéromodélisme;Site de modélisme;validé;2.54141;46.72771;false;false;false;true;true;false;false;false;false;;false;false;;false;;;false;false;false;false;;;;;;;9.0;140.0;1 260.0;;0.0;0.0;0.0;;;;;;;;;;;1980;;;{};{PA};"{""Club(s) house"",""Local de rangement""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Bitume;Découvert;1975-1984;;;;Commune;;Etablissement privé commercial;;;"{""101""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.72771, 2.54141
I182310001;CHEMINS DE RANDONNEE;place de la mairie  Les Vivons;18210;Saint-Pierre-les-Étieux;18231;True;Attribué;2005-10-24;2019-11-08;2013-09-26;false;2013-03-09;;true;false;;{};{};;;E002I182310001;Circuit de 22 km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.59328;46.73928;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;22000.0;;;0.0;0.0;0.0;;;;;;;;;;;;;5h de marche;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1985-1994;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73928, 2.59328
I182310002;ZONE DE JEUX DE LA SALLE DES FETES;Le Donat Les Vivons;18210;Saint-Pierre-les-Étieux;18231;True;Attribué;2005-10-23;2019-11-08;2013-09-26;true;2013-03-09;;true;false;;"{""Handicap moteur""}";{};;;E001I182310002;Terrains de pétanque;202;Terrain de pétanque;Boulodrome;validé;2.595541;46.73435;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;8.0;25.0;200.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;1985-1994;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73435, 2.595541
I182310002;ZONE DE JEUX DE LA SALLE DES FETES;Le Donat Les Vivons;18210;Saint-Pierre-les-Étieux;18231;True;Attribué;2005-10-23;2019-11-08;2013-09-26;true;2013-03-09;;true;false;;"{""Handicap moteur""}";{};;;E004I182310002;Terrains de pétanque 3;202;Terrain de pétanque;Boulodrome;validé;2.595541;46.73435;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;8.0;25.0;200.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;1985-1994;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73435, 2.595541
I182760001;TERRAIN DE PETANQUE;D175 Bourg;18210;Vernais;18276;True;Attribué;2013-12-05;2019-11-08;;false;2013-02-12;;true;false;;{};{};;;E001I182760001;Terrain de Pétanque;202;Terrain de pétanque;Boulodrome;validé;2.712972;46.76546;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;10.0;12.0;120.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Stabilisé/cendrée;Découvert;;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.76546, 2.712972
I180130002;TERRAIN DE PETANQUE;Route de l'étang Les Chaumes;18200;Arpheuilles;18013;True;Validé;2005-07-25;2019-12-16;2019-12-16;true;2013-09-20;;true;false;;"{""Handicap moteur""}";{};;;E001I180130002;Terrain de pétanque;201;Terrain de boules;Boulodrome;validé;2.56685;46.781;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;6.0;18.0;105.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;1995-2004;;;;Commune;;Commune;;;"{""6001""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.781, 2.56685
I180290001;ZONE SPORTIVE PLACE DE L'EGLISE;Place de l'Eglise;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-23;2019-12-16;2019-12-16;false;2013-10-14;;false;false;;;;;;E001I180290001;Circuit du Moulin de la Font - 12km;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.76202;46.74656;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;12000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;Passe par : la Billoterie, le Pénil, la Farge, les Petites Maisons, la Font Redon, Goule, Fontenoux, la Rigole, Cérigny, le Moulin de la Font, Cossonais, les Quatre Vents, les Canichons, la Ville au Roi;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel aménagé;1985-1994;;;;Commune;;Commune;;;"{""6201""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.74656, 2.76202
I180290002;BASE DE LOISIRS DE GOULE;Champ de la Croix Goule;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-13;2019-12-16;2019-12-16;false;2013-10-14;;false;true;Base de plein air et/ou de loisirs;;;;;E002I180290002;Court de tennis;501;Court de tennis;Court de tennis;validé;2.79591;46.73588;true;true;false;false;false;false;false;false;true;;false;;;false;false;false;false;;false;;false;false;;;;;18.0;36.0;648.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Béton;Découvert;1995-2004;;;;Département;;Association(s);Département;;"{""7901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73588, 2.79591
I180290002;BASE DE LOISIRS DE GOULE;Champ de la Croix Goule;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-13;2019-12-16;2019-12-16;false;2013-10-14;;false;true;Base de plein air et/ou de loisirs;;;;;E003I180290002;Piste de bicross;604;Piste de bicross;Equipement de cyclisme;validé;2.79322;46.73543;false;true;false;;false;false;false;false;true;;false;;;false;false;false;false;;false;;false;false;;;5.0;;4.0;150.0;600.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{PA};{};{};{};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Stabilisé/cendrée;Site naturel aménagé;1995-2004;;;;Département;;Département;;;"{""2202""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73543, 2.79322
I180290002;BASE DE LOISIRS DE GOULE;Champ de la Croix Goule;18210;Bessais-le-Fromental;18029;True;Validé;2005-10-13;2019-12-16;2019-12-16;false;2013-10-14;;false;true;Base de plein air et/ou de loisirs;;;;;E008I180290002;Terrain de Beach volley;2902;Terrain de beach-volley;Terrain extérieur de petits jeux collectifs;validé;2.7968144;46.7346252;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;12.0;20.0;240.0;;0.0;0.0;0.0;;;;;;;;;;;;;;{};{};{};{};{};Individuel(s), famille(s);{};Sable;Découvert;;;;;Département;;Département;;;"{""8801""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.7346252, 2.7968144
I180340002;SALLE DES FETES;Rue des Maisons blanches Le Bourg;18200;Bouzais;18034;True;Attribué;2009-07-06;2019-11-08;2013-07-14;false;2013-11-07;;true;false;;{};{};;;E001I180340002;Salle des Fêtes;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;2.47847;46.70454;true;false;false;true;true;false;false;true;false;;false;;;false;false;false;false;;false;;false;false;;;4.0;;7.0;25.0;175.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{L};{};{};{Electricité};Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;1985-1994;;;;Commune;;Commune;;;"{""3501""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.70454, 2.47847
I180380003;AIRE DE REPOS DU CENTRE DE LA FRANCE;3 avenue de Saint Amand La Celle;18200;Bruère-Allichamps;18038;True;Validé;2005-10-11;2019-12-16;2019-12-16;false;2013-08-10;;true;false;;;{};;;E001I180380003;Parcours sportif et de santé;1301;Parcours sportif/santé;Parcours sportif/santé;validé;2.41276;46.75397;false;true;false;false;true;false;false;true;false;;false;;;false;false;false;false;;false;;false;false;;;;;;;120.0;1.0;0.0;0.0;0.0;;;;;;;;;;;1998;;;{};{};"{Reception/accueil,Buvette,""Club(s) house""}";{};{};Individuel(s), famille(s);{};Gazon naturel;Découvert;1995-2004;;;;Etat;;Etablissement privé commercial;;;"{""8901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.75397, 2.41276
I180420001;CHEMIN DE RANDONNEE;Mairie;18200;La Celle;18042;True;Saisie clos;2005-10-24;2019-12-19;2019-12-16;false;2013-04-10;;true;false;;;{};;;E001I180420001;Randonnée des Beugnes;3012;Boucle de randonnée;Divers équipements Sports de nature;validé;2.44445;46.76832;false;true;false;false;false;false;false;false;false;;false;;;false;false;false;false;;false;;false;false;;;;;;10000.0;;1.0;0.0;0.0;0.0;;;;;;;;;;;;;2h30 de marche;{};{};{};{};{};Individuel(s), famille(s);{};Surface naturelle;Site naturel;1965-1974;;;;Commune;;Commune;;;"{""2608"",""6201"",""2204""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.76832, 2.44445
I180520001;TERRAINS DE TENNIS;Route Neuve;18210;Charenton-du-Cher;18052;True;Validé;2005-12-06;2019-12-18;2019-12-18;true;2014-12-31;;true;false;;"{""Handicap moteur""}";{};;;E002I180520001;Terrains de tennis 2;501;Court de tennis;Court de tennis;validé;2.64363;46.73056;false;false;false;true;false;false;false;false;false;;false;;;false;;;false;;false;;;;;;5.0;;18.0;36.0;648.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;{};{PA};{};{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Stabilisé/cendrée;Découvert;1985-1994;;;;Commune;;Commune;;;"{""7901""}";200036135;CC Cœur de France;18;Cher;24;Centre-Val de Loire;18;Académie d'Orléans-Tours;Saint-Amand-Montrond;18197;46.73056, 2.64363
